CustomerID,FechaPrimeraCompra,FechaUltimaCompra,NumCompras,TotalGastado,MesesComoCliente,ValorPromedioCompra,FrecuenciaMensual,CLV,Cluster,Segmento,Recomendacion
15640.0,2009-12-14 16:36:00,2011-12-05 14:35:00,765,23957.58,24.0,31.31709803921569,31.875,23957.58,0,Bajo,Enviar descuentos
12482.0,2010-02-24 10:24:00,2010-05-12 16:51:00,204,23691.4,2.566666666666667,116.1343137254902,79.48051948051948,23691.4,1,Medio,Ofrecer productos complementarios
12409.0,2010-05-23 15:21:00,2011-09-22 10:38:00,264,23419.29,16.2,88.70943181818183,16.296296296296298,23419.290000000005,0,Bajo,Enviar descuentos
16133.0,2010-03-31 12:21:00,2011-12-06 11:24:00,544,22992.26,20.466666666666665,42.26518382352941,26.579804560260587,22992.26,0,Bajo,Enviar descuentos
14063.0,2009-12-08 13:46:00,2010-09-27 16:18:00,40,22710.2,9.766666666666667,567.755,4.09556313993174,22710.2,0,Bajo,Enviar descuentos
14051.0,2009-12-03 11:53:00,2011-12-09 10:20:00,334,22434.0,24.5,67.16766467065868,13.63265306122449,22434.0,0,Bajo,Enviar descuentos
17340.0,2010-02-14 14:54:00,2011-11-10 10:45:00,777,22404.82,21.1,28.83503217503217,36.82464454976303,22404.819999999996,0,Bajo,Enviar descuentos
16839.0,2010-02-11 15:02:00,2011-12-01 09:03:00,355,22310.49,21.9,62.84645070422536,16.21004566210046,22310.490000000005,0,Bajo,Enviar descuentos
12540.0,2009-12-07 16:56:00,2011-11-20 11:31:00,771,22254.49,23.73333333333333,28.864448767833984,32.485955056179776,22254.49,0,Bajo,Enviar descuentos
15159.0,2010-10-04 09:31:00,2011-12-08 12:05:00,810,22116.73,14.333333333333334,27.30460493827161,56.51162790697674,22116.730000000003,1,Medio,Ofrecer productos complementarios
13340.0,2010-02-22 14:54:00,2011-10-25 13:15:00,215,22100.56,20.3,102.7933023255814,10.591133004926109,22100.56,0,Bajo,Enviar descuentos
13319.0,2009-12-06 14:46:00,2011-12-04 13:34:00,955,22082.5,24.23333333333333,23.12303664921465,39.40852819807428,22082.499999999993,0,Bajo,Enviar descuentos
14667.0,2009-12-02 12:38:00,2011-11-29 11:30:00,1362,21927.14,24.2,16.09922173274596,56.28099173553719,21927.139999999996,1,Medio,Ofrecer productos complementarios
12753.0,2010-12-12 11:44:00,2011-11-17 10:52:00,197,21429.39,11.3,108.77862944162436,17.43362831858407,21429.39,0,Bajo,Enviar descuentos
15615.0,2009-12-02 15:28:00,2011-11-29 14:42:00,901,21373.97,24.2,23.72249722530522,37.231404958677686,21373.97,0,Bajo,Enviar descuentos
17243.0,2009-12-01 15:36:00,2011-12-08 13:26:00,1134,20889.86,24.53333333333333,18.421393298059964,46.22282608695652,20889.86,0,Bajo,Enviar descuentos
14866.0,2010-08-26 11:54:00,2011-11-29 11:45:00,137,20850.22,15.3,152.19138686131387,8.954248366013072,20850.220000000005,0,Bajo,Enviar descuentos
17706.0,2010-01-19 12:13:00,2011-12-05 13:34:00,765,20749.98,22.83333333333333,27.124156862745096,33.503649635036496,20749.979999999996,0,Bajo,Enviar descuentos
12433.0,2010-08-20 09:23:00,2011-12-09 10:02:00,706,20581.26,15.866666666666667,29.151926345609063,44.49579831932773,20581.26,0,Bajo,Enviar descuentos
15251.0,2010-01-29 12:42:00,2011-11-30 15:02:00,230,20324.54,22.33333333333333,88.3675652173913,10.298507462686567,20324.539999999994,0,Bajo,Enviar descuentos
12477.0,2010-03-26 14:01:00,2011-11-17 09:51:00,564,20276.37,20.0,35.95101063829787,28.2,20276.37,0,Bajo,Enviar descuentos
18008.0,2010-01-06 12:35:00,2011-09-30 15:17:00,102,19787.13,21.066666666666663,193.9914705882353,4.841772151898734,19787.129999999997,0,Bajo,Enviar descuentos
17139.0,2010-01-11 11:31:00,2011-11-24 10:12:00,809,19584.46,22.7,24.208232385661308,35.63876651982379,19584.46,0,Bajo,Enviar descuentos
16843.0,2009-12-10 11:40:00,2011-10-28 09:06:00,596,19571.43,22.866666666666667,32.83796979865772,26.06413994169096,19571.43,0,Bajo,Enviar descuentos
17581.0,2009-12-03 12:34:00,2011-12-09 12:21:00,850,18757.75,24.5,22.067941176470587,34.69387755102041,18757.75,0,Bajo,Enviar descuentos
12557.0,2009-12-17 10:39:00,2011-11-23 16:59:00,58,18716.14,23.53333333333333,322.69206896551725,2.4645892351274785,18716.139999999996,0,Bajo,Enviar descuentos
14194.0,2010-01-06 12:16:00,2011-12-05 10:38:00,952,18670.59,23.23333333333333,19.611964285714286,40.97560975609756,18670.589999999997,0,Bajo,Enviar descuentos
13113.0,2010-03-28 16:13:00,2011-12-09 12:49:00,392,18625.73,20.666666666666668,47.51461734693878,18.96774193548387,18625.73,0,Bajo,Enviar descuentos
15808.0,2009-12-01 16:30:00,2011-02-06 14:33:00,858,18409.93,14.366666666666667,21.45679487179488,59.721577726218094,18409.930000000008,1,Medio,Ofrecer productos complementarios
17377.0,2009-12-02 12:39:00,2011-11-16 11:17:00,1776,18319.41,23.766666666666666,10.314983108108107,74.726507713885,18319.41,1,Medio,Ofrecer productos complementarios
12357.0,2010-11-16 10:05:00,2011-11-06 16:07:00,296,18287.66,11.833333333333334,61.78263513513514,25.01408450704225,18287.66,0,Bajo,Enviar descuentos
16746.0,2009-12-04 13:00:00,2011-12-05 12:33:00,989,18066.4,24.33333333333333,18.26734074823053,40.64383561643836,18066.399999999994,0,Bajo,Enviar descuentos
12647.0,2010-01-13 15:06:00,2011-11-17 12:56:00,550,17924.35,22.4,32.58972727272727,24.55357142857143,17924.350000000002,0,Bajo,Enviar descuentos
12472.0,2009-12-14 10:49:00,2011-11-07 14:01:00,911,17880.59,23.1,19.62743139407245,39.43722943722943,17880.59,0,Bajo,Enviar descuentos
15078.0,2009-12-04 12:03:00,2011-12-02 15:41:00,793,17761.88,24.266666666666666,22.398335435056747,32.67857142857143,17761.88,0,Bajo,Enviar descuentos
12901.0,2011-03-14 10:41:00,2011-12-01 10:07:00,116,17654.54,8.7,152.19431034482758,13.333333333333334,17654.54,0,Bajo,Enviar descuentos
14952.0,2009-12-03 15:34:00,2011-10-11 10:33:00,307,17629.35,22.53333333333333,57.42459283387622,13.624260355029584,17629.349999999995,0,Bajo,Enviar descuentos
16652.0,2010-03-17 10:22:00,2011-10-12 09:38:00,275,17550.39,19.1,63.8196,14.397905759162304,17550.390000000003,0,Bajo,Enviar descuentos
15189.0,2010-07-18 13:37:00,2011-12-08 13:22:00,241,17524.38,16.9,72.71526970954358,14.2603550295858,17524.38,0,Bajo,Enviar descuentos
18172.0,2009-12-11 09:58:00,2011-11-25 11:12:00,476,17479.84,23.8,36.72235294117648,20.0,17479.840000000007,0,Bajo,Enviar descuentos
16019.0,2009-12-14 14:12:00,2011-10-24 11:51:00,405,17465.85,22.6,43.12555555555555,17.920353982300885,17465.85,0,Bajo,Enviar descuentos
15523.0,2009-12-02 15:16:00,2011-09-16 16:29:00,214,17359.99,21.766666666666666,81.12144859813085,9.83154670750383,17359.99,0,Bajo,Enviar descuentos
13027.0,2010-01-20 10:41:00,2011-08-18 09:39:00,86,17335.2,19.133333333333333,201.57209302325583,4.494773519163763,17335.2,0,Bajo,Enviar descuentos
17416.0,2009-12-14 16:29:00,2011-11-10 12:47:00,597,17298.45,23.166666666666668,28.97562814070352,25.76978417266187,17298.45,0,Bajo,Enviar descuentos
13564.0,2009-12-02 11:55:00,2011-07-18 14:33:00,1271,17249.55,19.766666666666666,13.571636506687646,64.30016863406408,17249.549999999996,1,Medio,Ofrecer productos complementarios
17735.0,2010-07-30 13:25:00,2011-12-07 16:47:00,896,17244.93,16.5,19.246573660714287,54.30303030303031,17244.930000000004,1,Medio,Ofrecer productos complementarios
14277.0,2009-12-13 15:43:00,2011-11-24 15:01:00,382,17225.81,23.666666666666668,45.09374345549739,16.140845070422536,17225.810000000005,0,Bajo,Enviar descuentos
15358.0,2009-12-07 12:19:00,2011-12-05 09:04:00,1130,17050.41,24.23333333333333,15.088858407079648,46.62998624484182,17050.41,0,Bajo,Enviar descuentos
15125.0,2010-03-31 13:29:00,2011-11-14 13:57:00,240,17024.87,19.766666666666666,70.93695833333332,12.141652613827992,17024.869999999995,0,Bajo,Enviar descuentos
16656.0,2009-12-04 12:59:00,2011-11-17 14:43:00,141,16833.170000000002,23.766666666666666,119.38418439716314,5.932678821879383,16833.170000000002,0,Bajo,Enviar descuentos
12454.0,2010-10-14 17:33:00,2011-10-14 17:13:00,40,16679.78,12.133333333333333,416.9945,3.296703296703297,16679.780000000002,0,Bajo,Enviar descuentos
16553.0,2010-02-11 18:46:00,2011-06-29 15:42:00,293,16644.01,16.733333333333334,56.80549488054607,17.50996015936255,16644.01,0,Bajo,Enviar descuentos
13199.0,2009-12-05 10:11:00,2011-12-06 12:30:00,207,16432.89,24.366666666666667,79.38594202898551,8.495212038303693,16432.89,0,Bajo,Enviar descuentos
14961.0,2009-12-04 11:32:00,2011-11-29 09:42:00,670,16410.15,24.133333333333333,24.492761194029853,27.76243093922652,16410.15,0,Bajo,Enviar descuentos
13225.0,2009-12-17 09:09:00,2011-12-06 13:29:00,125,16260.07,23.966666666666665,130.08056,5.215577190542421,16260.07,0,Bajo,Enviar descuentos
16180.0,2010-06-23 13:19:00,2011-08-31 16:28:00,327,16249.87,14.466666666666669,49.69379204892967,22.6036866359447,16249.870000000004,0,Bajo,Enviar descuentos
12980.0,2009-12-02 11:26:00,2011-07-05 09:34:00,52,16245.78,19.3,312.4188461538462,2.694300518134715,16245.78,0,Bajo,Enviar descuentos
15044.0,2009-12-16 15:13:00,2011-11-20 13:20:00,915,16204.33,23.433333333333334,17.709650273224042,39.04694167852063,16204.33,0,Bajo,Enviar descuentos
14733.0,2010-11-02 15:42:00,2011-11-23 15:39:00,348,16184.97,12.833333333333334,46.50853448275862,27.11688311688312,16184.970000000003,0,Bajo,Enviar descuentos
18092.0,2009-12-04 12:37:00,2011-12-07 13:14:00,150,16179.44,24.433333333333334,107.86293333333332,6.139154160982264,16179.439999999999,0,Bajo,Enviar descuentos
17107.0,2010-01-31 15:47:00,2011-11-06 14:14:00,674,16075.42,21.433333333333334,23.85077151335312,31.446345256609643,16075.420000000004,0,Bajo,Enviar descuentos
12971.0,2009-12-15 19:04:00,2011-12-06 12:20:00,425,15972.79,24.0,37.58303529411765,17.708333333333332,15972.79,0,Bajo,Enviar descuentos
17716.0,2009-12-02 17:18:00,2011-11-17 12:00:00,601,15956.97,23.8,26.55069883527454,25.252100840336134,15956.97,0,Bajo,Enviar descuentos
14769.0,2009-12-16 09:17:00,2011-12-07 10:24:00,1426,15771.88,24.03333333333333,11.060224403927068,59.33425797503467,15771.879999999996,1,Medio,Ofrecer productos complementarios
14849.0,2010-01-10 11:40:00,2011-11-18 10:58:00,755,15763.45,22.53333333333333,20.878741721854304,33.505917159763314,15763.449999999999,0,Bajo,Enviar descuentos
16191.0,2009-12-11 12:24:00,2011-12-07 11:26:00,233,15688.02,24.166666666666668,67.33055793991417,9.641379310344828,15688.020000000002,0,Bajo,Enviar descuentos
15768.0,2009-12-03 12:10:00,2011-08-16 10:48:00,1238,15601.09,20.666666666666668,12.601849757673667,59.90322580645161,15601.09,1,Medio,Ofrecer productos complementarios
13488.0,2010-01-25 10:13:00,2011-11-22 14:41:00,724,15587.88,22.2,21.530220994475137,32.612612612612615,15587.88,0,Bajo,Enviar descuentos
12949.0,2009-12-03 15:56:00,2011-11-09 11:25:00,715,15526.7,23.5,21.715664335664336,30.42553191489361,15526.699999999999,0,Bajo,Enviar descuentos
15601.0,2009-12-01 14:53:00,2011-11-28 15:15:00,872,14960.12,24.23333333333333,17.156100917431193,35.983493810178814,14960.119999999997,0,Bajo,Enviar descuentos
14543.0,2009-12-01 13:47:00,2011-11-11 12:45:00,217,14906.77,23.633333333333333,68.69479262672812,9.18194640338505,14906.770000000002,0,Bajo,Enviar descuentos
18087.0,2009-12-01 09:43:00,2011-09-02 15:12:00,88,14761.52,21.33333333333333,167.74454545454543,4.125,14761.519999999993,0,Bajo,Enviar descuentos
16126.0,2009-12-02 13:34:00,2011-11-10 16:03:00,383,14646.8,23.6,38.24229765013055,16.228813559322035,14646.800000000003,0,Bajo,Enviar descuentos
17133.0,2010-03-21 12:31:00,2011-11-24 12:27:00,56,14622.33,20.4,261.11303571428573,2.7450980392156863,14622.33,0,Bajo,Enviar descuentos
16873.0,2010-02-09 14:17:00,2011-12-05 12:05:00,512,14617.39,22.1,28.54958984375,23.16742081447964,14617.390000000001,0,Bajo,Enviar descuentos
15482.0,2009-12-02 16:59:00,2011-11-24 10:46:00,149,14592.56,24.03333333333333,97.93664429530202,6.199722607489598,14592.56,0,Bajo,Enviar descuentos
16713.0,2009-12-15 12:49:00,2011-11-21 12:36:00,1336,14560.69,23.5,10.89872005988024,56.85106382978724,14560.690000000004,1,Medio,Ofrecer productos complementarios
17448.0,2010-03-04 17:29:00,2010-07-30 14:07:00,1117,14556.97,4.9,13.032202327663384,227.95918367346937,14556.970000000001,1,Medio,Ofrecer productos complementarios
14299.0,2009-12-02 10:58:00,2011-12-01 16:05:00,340,14499.49,24.3,42.64555882352941,13.991769547325102,14499.49,0,Bajo,Enviar descuentos
12583.0,2009-12-06 11:57:00,2011-12-07 08:07:00,466,14447.44,24.33333333333333,31.003090128755368,19.15068493150685,14447.439999999999,0,Bajo,Enviar descuentos
15093.0,2009-12-08 12:46:00,2011-11-21 13:09:00,332,14326.11,23.766666666666666,43.15093373493976,13.969144460028051,14326.110000000002,0,Bajo,Enviar descuentos
12476.0,2010-07-26 09:04:00,2011-11-24 12:40:00,516,14115.41,16.2,27.35544573643411,31.85185185185185,14115.41,0,Bajo,Enviar descuentos
17017.0,2009-12-03 13:22:00,2011-12-07 09:32:00,424,14110.61,24.433333333333334,33.27974056603774,17.353342428376536,14110.610000000002,0,Bajo,Enviar descuentos
15005.0,2009-12-01 14:19:00,2011-11-24 12:25:00,2454,14106.2,24.066666666666663,5.748247758761207,101.96675900277008,14106.199999999999,1,Medio,Ofrecer productos complementarios
